;Unnamed: 0;id;smiles;compound_class;compound_subclass;name;molecular_weight;formula;cas_number;created_at;updated_at;SMILES_check;Std_SMILES;Parent_SMILES
335;337;507;COC1=C(O)C(=CC(\C=C\C(O)=O)=C1)C1=CC(\C=C\C(O)=O)=CC(OC)=C1O;Phenolic acids;Hydroxycinnamic acids;5-5'-Dehydrodiferulic acid;386.352;C20H18O8;;2006-04-25 15:19:19 UTC;2015-05-10 23:28:53 UTC;COc1cc(/C=C/C(=O)O)cc(-c2cc(/C=C/C(=O)O)cc(OC)c2O)c1O;COc1c(O)c(-c2cc(/C=C/C(=O)O)cc(OC)c2O)cc(/C=C/C(=O)O)c1;COc1c(O)c(-c2cc(/C=C/C(=O)O)cc(OC)c2O)cc(/C=C/C(=O)O)c1
336;338;508;COC1=CC(\C=C/C(O)=O)=CC(\C(=C/C2=CC(OC)=C(O)C=C2)C(O)=O)=C1O;Phenolic acids;Hydroxycinnamic acids;5-8'-Dehydrodiferulic acid;386.352;C20H18O8;;2006-05-02 13:43:15 UTC;2015-05-10 23:28:53 UTC;COc1cc(/C=C(/C(=O)O)c2cc(/C=C\C(=O)O)cc(OC)c2O)ccc1O;COc1c(O)ccc(/C=C(/C(=O)O)c2c(O)c(OC)cc(/C=C\C(=O)O)c2)c1;COc1c(O)ccc(/C=C(/C(=O)O)c2c(O)c(OC)cc(/C=C\C(=O)O)c2)c1
337;339;509;COC1=CC(\C=C\C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC(=O)\C=C\C2=CC(OC)=C(O)C(OC)=C2)=CC(OC)=C1O;Phenolic acids;Hydroxycinnamic acids;1,2-Disinapoylgentiobiose;754.686;C34H42O19;;2006-07-12 13:59:55 UTC;2015-05-10 23:28:53 UTC;COc1cc(/C=C/C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O;COc1cc(/C=C/C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O;COc1cc(/C=C/C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O
338;340;510;COC1=CC(\C=C\C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC(OC)=C1O;Phenolic acids;Hydroxycinnamic acids;1-Sinapoyl-2-feruloylgentiobiose;724.66;C33H40O18;;2006-07-12 13:59:55 UTC;2015-05-10 23:28:53 UTC;COc1cc(/C=C/C(=O)OC2C(OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)OC(COC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O;COc1c(O)ccc(/C=C/C(=O)OC2C(OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)OC(COC3OC(CO)C(O)C(O)C3O)C(O)C2O)c1;COc1c(O)ccc(/C=C/C(=O)OC2C(OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)OC(COC3OC(CO)C(O)C(O)C3O)C(O)C2O)c1
339;341;511;[H][C@]1(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)[C@]([H])(OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Phenolic acids;Hydroxycinnamic acids;1,2-Diferuloylgentiobiose;694.634;C32H38O17;;2006-07-12 13:59:55 UTC;2015-05-10 23:28:53 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O
340;342;512;COC1=CC(\C=C\C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3OC(=O)\C=C\C3=CC(OC)=C(O)C(OC)=C3)C(O)C(O)C2OC(=O)\C=C\C2=CC(OC)=C(O)C(OC)=C2)=CC(OC)=C1O;Phenolic acids;Hydroxycinnamic acids;1,2,2'-Trisinapoylgentiobiose;960.881;C45H52O23;;2006-07-12 13:59:55 UTC;2015-05-10 23:28:53 UTC;COc1cc(/C=C/C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)C(O)C(O)C2OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O;COc1cc(/C=C/C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)C(O)C(O)C2OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O;COc1cc(/C=C/C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)C(O)C(O)C2OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O
341;343;513;COC1=CC(\C=C\C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3OC(=O)\C=C\C3=CC(OC)=C(O)C(OC)=C3)C(O)C(O)C2OC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC(OC)=C1O;Phenolic acids;Hydroxycinnamic acids;1,2'-Disinapoyl-2-feruloylgentiobiose;930.855;C44H50O22;;2006-07-12 13:59:55 UTC;2015-05-10 23:28:53 UTC;COc1cc(/C=C/C(=O)OC2C(OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)OC(COC3OC(CO)C(O)C(O)C3OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)C(O)C2O)ccc1O;COc1c(O)ccc(/C=C/C(=O)OC2C(OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)OC(COC3OC(CO)C(O)C(O)C3OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)C(O)C2O)c1;COc1c(O)ccc(/C=C/C(=O)OC2C(OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)OC(COC3OC(CO)C(O)C(O)C3OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)C(O)C2O)c1
342;344;514;[H][C@]1(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC(=O)\C=C\C3=CC(OC)=C(O)C(OC)=C3)[C@]([H])(OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OC(=O)\C=C\C2=CC=C(O)C(OC)=C2)[C@@]([H])(O)[C@]1([H])O;Phenolic acids;Hydroxycinnamic acids;1-Sinapoyl-2,2'-diferuloylgentiobiose;900.829;C43H48O21;;2006-07-12 13:59:55 UTC;2015-05-10 23:28:53 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1
343;345;515;[H][C@]1(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)[C@]([H])(OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OC(=O)\C=C\C2=CC=C(O)C(OC)=C2)[C@@]([H])(O)[C@]1([H])O;Phenolic acids;Hydroxycinnamic acids;1,2,2'-Triferuloylgentiobiose;870.803;C42H46O20;;2006-07-12 13:59:55 UTC;2015-05-10 23:28:53 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)O[C@]1([H])CO[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1
344;346;516;COC1=C(O)C=CC(\C=C(\OC2=C(OC)C=C(\C=C/C(O)=O)C=C2)C(O)=O)=C1;Phenolic acids;Hydroxycinnamic acids;8-O-4'-Dehydrodiferulic acid;386.352;C20H18O8;;2006-04-25 15:28:42 UTC;2015-05-10 23:28:53 UTC;COc1cc(/C=C(/Oc2ccc(/C=C\C(=O)O)cc2OC)C(=O)O)ccc1O;COc1c(O)ccc(/C=C(/Oc2c(OC)cc(/C=C\C(=O)O)cc2)C(=O)O)c1;COc1c(O)ccc(/C=C(/Oc2c(OC)cc(/C=C\C(=O)O)cc2)C(=O)O)c1
345;347;518;COC1=C2OC(C(C(O)=O)C2=CC(\C=C\C(O)=O)=C1)C1=CC=C(O)C(OC)=C1;Phenolic acids;Hydroxycinnamic acids;5-8'-Benzofuran dehydrodiferulic acid;386.352;C20H18O8;;2006-04-25 15:35:05 UTC;2015-05-10 23:28:53 UTC;COc1cc(C2Oc3c(OC)cc(/C=C/C(=O)O)cc3C2C(=O)O)ccc1O;COc1cc(C2Oc3c(OC)cc(/C=C/C(=O)O)cc3C2C(=O)O)ccc1O;COc1cc(C2Oc3c(OC)cc(/C=C/C(=O)O)cc3C2C(=O)O)ccc1O
346;348;520;O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)[C@H]1OC(=O)\C=C\C1=CC=C(O)C(O)=C1)C(O)=O;Phenolic acids;Hydroxycinnamic acids;3,4-Dicaffeoylquinic acid;516.451;C25H24O12;;2006-07-11 00:00:00 UTC;2016-06-02 08:45:12 UTC;O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1;O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1;O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1
347;349;522;[H][C@@]1(O)C[C@@](O)(C[C@@]([H])(OC(=O)\C=C\C2=CC=C(O)C(OC)=C2)[C@@]1([H])OC(=O)\C=C\C1=CC=C(O)C(OC)=C1)C(O)=O;Phenolic acids;Hydroxycinnamic acids;3,4-Diferuloylquinic acid;544.504;C27H28O12;;2006-07-11 00:00:00 UTC;2015-05-10 23:28:53 UTC;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(O)C[C@](O)(C(=O)O)C[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(O)C[C@](O)(C(=O)O)C[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@]([H])(O)C[C@](O)(C(=O)O)C[C@@]1([H])OC(=O)/C=C/c1ccc(O)c(OC)c1
348;350;523;COC1=CC(\C=C\C(=O)O[C@]2([H])C[C@@](O)(C[C@@]([H])(OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)[C@]2(O)[H])C(O)=O)=CC=C1O;Phenolic acids;Hydroxycinnamic acids;3,5-Diferuloylquinic acid;544.504;C27H28O12;;2006-07-11 00:00:00 UTC;2015-05-10 23:28:53 UTC;[H][C@@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)C[C@](O)(C(=O)O)C[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@]1([H])O;[H][C@@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)C[C@](O)(C(=O)O)C[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@]1([H])O;[H][C@@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)C[C@](O)(C(=O)O)C[C@@]([H])(OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@]1([H])O
349;351;527;O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@@H]1OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O;Phenolic acids;Hydroxycinnamic acids;4,5-Dicaffeoylquinic acid;516.451;C25H24O12;;2006-08-07 00:00:00 UTC;2015-05-10 23:28:53 UTC;O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1;O=C(/C=C/c1cc(O)c(O)cc1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1OC(=O)/C=C/c1cc(O)c(O)cc1;O=C(/C=C/c1cc(O)c(O)cc1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1OC(=O)/C=C/c1cc(O)c(O)cc1
350;352;532;OC(=O)C1=C(NC(=O)\C=C\C2=CC=C(O)C=C2)C=CC(O)=C1;Phenolic acids;Hydroxycinnamic acids;Avenanthramide 2p;299.278;C16H13NO5;;2006-08-16 00:00:00 UTC;2015-05-10 23:28:53 UTC;O=C(/C=C/c1ccc(O)cc1)Nc1ccc(O)cc1C(=O)O;O=C(/C=C/c1ccc(O)cc1)Nc1c(C(=O)O)cc(O)cc1;O=C(/C=C/c1ccc(O)cc1)Nc1c(C(=O)O)cc(O)cc1
351;353;533;OC(=O)C1=CC(O)=CC=C1NC(=O)\C=C\C1=CC(O)=C(O)C=C1;Phenolic acids;Hydroxycinnamic acids;Avenanthramide 2c;315.277;C16H13NO6;;2006-08-16 00:00:00 UTC;2015-05-10 23:28:53 UTC;O=C(/C=C/c1ccc(O)c(O)c1)Nc1ccc(O)cc1C(=O)O;O=C(/C=C/c1cc(O)c(O)cc1)Nc1ccc(O)cc1C(=O)O;O=C(/C=C/c1cc(O)c(O)cc1)Nc1ccc(O)cc1C(=O)O
352;354;534;COC1=C(O)C=CC(\C=C\C(=O)NC2=CC=C(O)C=C2C(O)=O)=C1;Phenolic acids;Hydroxycinnamic acids;Avenanthramide 2f;329.304;C17H15NO6;;2006-08-16 00:00:00 UTC;2015-05-10 23:28:53 UTC;COc1cc(/C=C/C(=O)Nc2ccc(O)cc2C(=O)O)ccc1O;COc1c(O)ccc(/C=C/C(=O)Nc2ccc(O)cc2C(=O)O)c1;COc1c(O)ccc(/C=C/C(=O)Nc2ccc(O)cc2C(=O)O)c1
353;355;539;OC(=O)CC(OC(=O)\C=C\C1=CC=C(O)C=C1)C(O)=O;Phenolic acids;Hydroxycinnamic acids;p-Coumaroyl malic acid;280.23;C13H12O7;;2007-03-28 00:00:00 UTC;2015-05-10 23:28:53 UTC;O=C(O)CC(OC(=O)/C=C/c1ccc(O)cc1)C(=O)O;O=C(O)CC(OC(=O)/C=C/c1ccc(O)cc1)C(=O)O;O=C(O)CC(OC(=O)/C=C/c1ccc(O)cc1)C(=O)O
354;356;540;OC(=O)COC(=O)\C=C\C1=CC=C(O)C=C1;Phenolic acids;Hydroxycinnamic acids;p-Coumaroyl glycolic acid;222.194;C11H10O5;;2007-03-28 00:00:00 UTC;2015-05-10 23:28:53 UTC;O=C(O)COC(=O)/C=C/c1ccc(O)cc1;O=C(O)COC(=O)/C=C/c1ccc(O)cc1;O=C(O)COC(=O)/C=C/c1ccc(O)cc1
355;357;549;OC(=O)\C=C\C1=CC=CC=C1;Phenolic acids;Hydroxycinnamic acids;Cinnamic acid;148.159;C9H8O2;621-82-9;2008-10-31 00:00:00 UTC;2015-05-10 23:28:54 UTC;O=C(O)/C=C/c1ccccc1;O=C(O)/C=C/c1ccccc1;O=C(O)/C=C/c1ccccc1
356;358;551;OC(=O)CC(NC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O;Phenolic acids;Hydroxycinnamic acids;Caffeoyl aspartic acid;295.245;C13H13NO7;;2002-09-20 16:21:09 UTC;2015-05-10 23:28:54 UTC;O=C(O)CC(NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O;O=C(O)CC(NC(=O)/C=C/c1cc(O)c(O)cc1)C(=O)O;O=C(O)CC(NC(=O)/C=C/c1cc(O)c(O)cc1)C(=O)O
357;359;553;OC(=O)C(CC1=CC=C(O)C=C1)NC(=O)\C=C\C1=CC=C(O)C=C1;Phenolic acids;Hydroxycinnamic acids;p-Coumaroyl tyrosine;327.331;C18H17NO5;;2002-09-20 16:21:09 UTC;2015-05-10 23:28:54 UTC;O=C(/C=C/c1ccc(O)cc1)NC(Cc1ccc(O)cc1)C(=O)O;O=C(/C=C/c1ccc(O)cc1)NC(Cc1ccc(O)cc1)C(=O)O;O=C(/C=C/c1ccc(O)cc1)NC(Cc1ccc(O)cc1)C(=O)O
358;360;557;COC1=CC(C=CC(=O)OCC[N+](C)(C)C)=CC(OC)=C1O;Phenolic acids;Hydroxycinnamic acids;Sinapine;310.366;C16H24NO5;18696-26-9;2007-12-04 00:00:00 UTC;2015-05-10 23:28:54 UTC;COc1cc(C=CC(=O)OCC[N+](C)(C)C)cc(OC)c1O;COc1cc(C=CC(=O)OCC[N+](C)(C)C)cc(OC)c1O;COc1cc(C=CC(=O)OCC[N+](C)(C)C)cc(OC)c1O
359;361;559;OC(=O)C1=CC=C(O)C=C1NC(=O)\C=C\C1=CC(O)=C(O)C=C1;Phenolic acids;Hydroxycinnamic acids;Avenanthramide K;315.277;C16H13NO6;;2008-02-14 00:00:00 UTC;2015-05-10 23:28:54 UTC;O=C(/C=C/c1ccc(O)c(O)c1)Nc1cc(O)ccc1C(=O)O;O=C(/C=C/c1cc(O)c(O)cc1)Nc1cc(O)ccc1C(=O)O;O=C(/C=C/c1cc(O)c(O)cc1)Nc1cc(O)ccc1C(=O)O
360;362;563;COC1=C(O)C=CC(\C=C\C(=O)O[C@@]2([H])CC[C@]3(C)C4CC[C@@]5(C)C(CC[C@]5([H])[C@@](C)([H])CCC(C)C(C)C)C4CC[C@@]3([H])C2)=C1;Phenolic acids;Hydroxycinnamic acids;24-Methylcholestanol ferulate;578.865;C38H58O4;;2008-02-26 09:41:13 UTC;2015-05-10 23:28:54 UTC;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(C)C(C)C)C3CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(C)C(C)C)C3CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(C)C(C)C)C3CC[C@@]2([H])C1
361;363;564;COC1=C(O)C=CC(\C=C\C(=O)O[C@@]2([H])CC[C@]3(C)C4CC[C@@]5(C)C(CC[C@]5([H])[C@@](C)([H])CCC(C)C(C)C)C4CC=C3C2)=C1;Phenolic acids;Hydroxycinnamic acids;24-Methylcholesterol ferulate;576.849;C38H56O4;;2008-02-26 09:41:13 UTC;2015-05-10 23:28:54 UTC;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@@]2(C)C(=CCC3C4CC[C@]([H])([C@]([H])(C)CCC(C)C(C)C)[C@@]4(C)CCC32)C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@@]2(C)C(=CCC3C4CC[C@]([H])([C@]([H])(C)CCC(C)C(C)C)[C@@]4(C)CCC32)C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@@]2(C)C(=CCC3C4CC[C@]([H])([C@]([H])(C)CCC(C)C(C)C)[C@@]4(C)CCC32)C1
362;364;565;COC1=C(O)C=CC(\C=C\C(=O)O[C@@]2([H])CC[C@]3(C)C4CC[C@@]5(C)C(CC[C@]5([H])[C@@](C)([H])CCC(C)C(C)C)C4=CC[C@@]3([H])C2)=C1;Phenolic acids;Hydroxycinnamic acids;24-Methyllathosterol ferulate;576.849;C38H56O4;;2008-02-26 09:41:13 UTC;2015-05-10 23:28:54 UTC;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(C)C(C)C)C3=CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(C)C(C)C)C3=CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(C)C(C)C)C3=CC[C@@]2([H])C1
363;365;566;CC[C@]([H])(CC[C@](C)([H])[C@@]1([H])CCC2C3CC[C@@]4([H])C[C@]([H])(CC[C@]4(C)C3CC[C@]12C)OC(=O)\C=C\C1=CC(OC)=C(O)C=C1)C(C)C;Phenolic acids;Hydroxycinnamic acids;Stigmastanol ferulate;592.891;C39H60O4;;2008-02-26 09:41:13 UTC;2015-05-10 23:28:54 UTC;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C3CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C3CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C3CC[C@@]2([H])C1
364;366;567;CC[C@]([H])(CC[C@](C)([H])[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)\C=C\C1=CC=C(O)C(OC)=C1)C(C)C;Phenolic acids;Hydroxycinnamic acids;Sitosterol ferulate;590.875;C39H58O4;;2008-02-26 09:41:13 UTC;2015-05-10 23:28:54 UTC;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@@]2(C)C(=CC[C@]3([H])[C@]2([H])CC[C@@]2(C)[C@@]3([H])CC[C@]2([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C1;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@@]2(C)C(=CC[C@]3([H])[C@]2([H])CC[C@@]2(C)[C@@]3([H])CC[C@]2([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C1;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@@]2(C)C(=CC[C@]3([H])[C@]2([H])CC[C@@]2(C)[C@@]3([H])CC[C@]2([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C1
365;367;568;CC[C@]([H])(CC[C@](C)([H])[C@@]1([H])CCC2C3=CC[C@@]4([H])C[C@]([H])(CC[C@]4(C)C3CC[C@]12C)OC(=O)\C=C\C1=CC(OC)=C(O)C=C1)C(C)C;Phenolic acids;Hydroxycinnamic acids;Schottenol ferulate;590.875;C39H58O4;;2008-02-26 09:41:13 UTC;2015-05-10 23:28:54 UTC;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C3=CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C3=CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CC[C@@]([H])(CC)C(C)C)C3=CC[C@@]2([H])C1
366;368;569;COC1=C(O)C=CC(\C=C\C(=O)O[C@@]2([H])CC[C@]3(C)C4CC[C@@]5(C)C(CC[C@]5([H])[C@@](C)([H])CCC(=C)C(C)C)C4CC[C@@]3([H])C2)=C1;Phenolic acids;Hydroxycinnamic acids;24-Methylenecholestanol ferulate;576.849;C38H56O4;;2008-02-26 09:41:13 UTC;2015-05-10 23:28:54 UTC;[H][C@]1(OC(=O)/C=C/c2ccc(O)c(OC)c2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(=C)C(C)C)C3CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(=C)C(C)C)C3CC[C@@]2([H])C1;[H][C@]1(OC(=O)/C=C/c2cc(OC)c(O)cc2)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@]4([H])[C@]([H])(C)CCC(=C)C(C)C)C3CC[C@@]2([H])C1
